"Item_Number","Name","Year","Theme","Subtheme","Pieces","Minifigures","Image_URL","GBP_MSRP","USD_MSRP","CAD_MSRP","EUR_MSRP","Packaging","Availability"
"6038","Wolfpack Renegades",1992,"Castle","Wolfpack",100,2,"http://images.brickset.com/sets/images/6038-1.jpg",NA,8,NA,NA,"Box","Retail"
"6057","Sea Serpent",1992,"Castle","Black Knights",126,5,"http://images.brickset.com/sets/images/6057-1.jpg",NA,16.5,NA,NA,"Box","Retail"
"6075","Wolfpack Tower",1992,"Castle","Wolfpack",236,4,"http://images.brickset.com/sets/images/6075-1.jpg",NA,29.75,NA,NA,"Box","Retail"
"6086","Black Knight's Castle",1992,"Castle","Black Knights",588,12,"http://images.brickset.com/sets/images/6086-1.jpg",NA,85,NA,NA,"Box","Retail"
"6247","Bounty Boat",1992,"Pirates","Imperial Guards",36,3,"http://images.brickset.com/sets/images/6247-1.jpg",NA,4.75,NA,NA,"Box","Retail"
"6258","Smuggler's Shanty",1992,"Pirates","",70,3,"http://images.brickset.com/sets/images/6258-1.jpg",NA,9.25,NA,NA,"Box","Retail"
"6261","Raft Raiders",1992,"Pirates","",81,3,"http://images.brickset.com/sets/images/6261-1.jpg",NA,13.25,NA,NA,"Box","Retail"
"6271","Imperial Flagship",1992,"Pirates","Imperial Guards",317,4,"http://images.brickset.com/sets/images/6271-1.jpg",NA,50,NA,NA,"Box","Retail"
"6277","Imperial Trading Post",1992,"Pirates","Imperial Guards",608,9,"http://images.brickset.com/sets/images/6277-1.jpg",NA,85,NA,NA,"Box","Retail"
"6314","City People",1992,"Town","Accessories",33,6,"http://images.brickset.com/sets/images/6314-1.jpg",NA,7.25,NA,NA,"Box","Retail"
"6346","Shuttle Launching Crew",1992,"Town","Flight",408,5,"http://images.brickset.com/sets/images/6346-1.jpg",NA,38.5,NA,NA,"Box","Retail"
"6351","Surf N' Sail Camper",1992,"Town","Leisure",188,2,"http://images.brickset.com/sets/images/6351-1.jpg",NA,19,NA,NA,"Box","Retail"
"6397","Gas N' Wash Express",1992,"Town","Shops and Services",470,3,"http://images.brickset.com/sets/images/6397-1.jpg",NA,52,NA,NA,"Box","Retail"
"6401","Seaside Cabana",1992,"Town","Paradisa",45,2,"http://images.brickset.com/sets/images/6401-1.jpg",NA,6.75,NA,NA,"Box","Retail"
"6405","Sunset Stables",1992,"Town","Paradisa",133,2,"http://images.brickset.com/sets/images/6405-1.jpg",NA,16,NA,NA,"Box","Retail"
"6411","Sand Dollar Cafe",1992,"Town","Paradisa",168,5,"http://images.brickset.com/sets/images/6411-1.jpg",NA,29.75,NA,NA,"Box","Retail"
"6416","Poolside Paradise",1992,"Town","Paradisa",229,4,"http://images.brickset.com/sets/images/6416-1.jpg",NA,38.5,NA,NA,"Box","Retail"
"6419","Rolling Acres Ranch",1992,"Town","Paradisa",364,3,"http://images.brickset.com/sets/images/6419-1.jpg",NA,46,NA,NA,"Box","Retail"
"6511","Rescue Runabout",1992,"Town","Fire",38,1,"http://images.brickset.com/sets/images/6511-1.jpg",NA,7,NA,NA,"Box","Retail"
"6512","Landscape Loader",1992,"Town","Construction",37,1,"http://images.brickset.com/sets/images/6512-1.jpg",NA,3.25,NA,NA,"Box","Retail"
"6533","Police 4 x 4",1992,"Town","Police",62,1,"http://images.brickset.com/sets/images/6533-1.jpg",NA,4.75,NA,NA,"Box","Retail"
"6534","Beach Bandit",1992,"Town","Leisure",44,1,"http://images.brickset.com/sets/images/6534-1.jpg",NA,4.75,NA,NA,"Box","Retail"
"6551","Checkered Flag 500",1992,"Town","Racing",193,6,"http://images.brickset.com/sets/images/6551-1.jpg",NA,26.5,NA,NA,"Box","Retail"
"6594","Gas Transit",1992,"Town","Vehicles",124,1,"http://images.brickset.com/sets/images/6594-1.jpg",NA,13.25,NA,NA,"Box","Retail"
"6648","Mag Racer",1992,"Town","Racing",62,1,"http://images.brickset.com/sets/images/6648-1.jpg",NA,7.25,NA,NA,"Box","Retail"
"6662","Backhoe",1992,"Town","Construction",85,1,"http://images.brickset.com/sets/images/6662-1.jpg",NA,7.25,NA,NA,"Box","Retail"
"6668","Recycle Truck",1992,"Town","Maintenance",109,1,"http://images.brickset.com/sets/images/6668-1.jpg",NA,9.25,NA,NA,"Box","Retail"
"6897","Rebel Hunter",1992,"Space","Space Police 2",140,2,"http://images.brickset.com/sets/images/6897-1.jpg",NA,21,NA,NA,"Box","Retail"
"6957","Solar Snooper",1992,"Space","Space Police 2",255,3,"http://images.brickset.com/sets/images/6957-1.jpg",NA,36,NA,NA,"Box","Retail"
"6984","Galactic Mediator",1992,"Space","Space Police 2",406,3,"http://images.brickset.com/sets/images/6984-1.jpg",NA,60,NA,NA,"Box","Retail"
"846","Lighting Set, 9V",1992,"Basic","Supplementaries",39,NA,"http://images.brickset.com/sets/images/846-1.jpg",NA,18,NA,NA,"Box","Retail"
"8826","ATX Sport Cycle",1992,"Technic","",95,NA,"http://images.brickset.com/sets/images/8826-1.jpg",NA,10,NA,NA,"Box","Retail"
"8828","Front End Loader",1992,"Technic","",175,NA,"http://images.brickset.com/sets/images/8828-1.jpg",NA,21,NA,NA,"Box","Retail"
"8836","Sky Ranger",1992,"Technic","",273,NA,"http://images.brickset.com/sets/images/8836-1.jpg",NA,29.75,NA,NA,"Box","Retail"
"8837","Pneumatic Excavator",1992,"Technic","",257,NA,"http://images.brickset.com/sets/images/8837-1.jpg",NA,47,NA,NA,"Box","Retail"
"8839","Supply Ship",1992,"Technic","",532,NA,"http://images.brickset.com/sets/images/8839-1.jpg",NA,59.5,NA,NA,"Box","Retail"
"8868","Air Tech Claw Rig",1992,"Technic","",954,NA,"http://images.brickset.com/sets/images/8868-1.jpg",NA,139,NA,NA,"Box","Retail"
"9604","LEGO Technic and Pneumatic Elements",1992,"Dacta","",124,NA,"http://images.brickset.com/sets/images/9604-1.jpg",NA,36.95,NA,NA,"Not specified","Not specified"
"1475","Airport Security Squad",1991,"Town","Flight",123,2,"http://images.brickset.com/sets/images/1475-1.jpg",NA,10,NA,NA,"Box","Retail - limited"
"1881","Play Bucket of Bricks, 3+",1991,"Basic","",288,1,"http://images.brickset.com/sets/images/1881-1.jpg",NA,15,NA,NA,"Bucket","Retail"
"2303","Red and Green Building Plates",1991,"Duplo","",2,NA,"http://images.brickset.com/sets/images/2303-1.jpg",NA,5.5,NA,NA,"Not specified","Not specified"
"2671","Grand Prix Racing Team",1991,"Duplo","",7,2,"http://images.brickset.com/sets/images/2671-1.jpg",NA,13.25,NA,NA,"Not specified","Not specified"
"4011","Cabin Cruiser",1991,"Boats","",90,2,"http://images.brickset.com/sets/images/4011-1.jpg",NA,19.75,NA,NA,"Box","Retail"
"4021","Police Patrol",1991,"Boats","",195,3,"http://images.brickset.com/sets/images/4021-1.jpg",NA,34,NA,NA,"Box","Retail"
"4031","Firefighter",1991,"Boats","",361,4,"http://images.brickset.com/sets/images/4031-1.jpg",NA,52,NA,NA,"Box","Retail"
"4515","Straight Rails",1991,"Trains","9 V",8,NA,"http://images.brickset.com/sets/images/4515-1.jpg",11.99,12.99,NA,NA,"Box","Retail"
"4520","Curved Rails",1991,"Trains","9 V",8,NA,"http://images.brickset.com/sets/images/4520-1.jpg",11.99,12.99,NA,NA,"Box","Retail"
"4531","Manual Points",1991,"Trains","9 V",6,NA,"http://images.brickset.com/sets/images/4531-1.jpg",NA,27.99,NA,NA,"Box","Retail"
"4536","Blue Hopper Car",1991,"Trains","9 V",166,NA,"http://images.brickset.com/sets/images/4536-1.jpg",NA,15,NA,NA,"Box","Retail"
"4539","Manual Level Crossing",1991,"Trains","9 V",110,1,"http://images.brickset.com/sets/images/4539-1.jpg",NA,25,NA,NA,"Box","Retail"
"4543","Railroad Tractor Flatbed",1991,"Trains","9 V",178,1,"http://images.brickset.com/sets/images/4543-1.jpg",NA,22,NA,NA,"Box","Retail"
"4546","Road and Rail Maintenance",1991,"Trains","9 V",77,1,"http://images.brickset.com/sets/images/4546-1.jpg",NA,10,NA,NA,"Box","Retail"
"4548","Transformer and Speed Regulator",1991,"Trains","9 V",3,NA,"http://images.brickset.com/sets/images/4548-1.jpg",NA,41.99,NA,NA,"Box","Retail"
"4554","Metro Station",1991,"Trains","9 V",600,8,"http://images.brickset.com/sets/images/4554-1.jpg",NA,72,NA,NA,"Box","Retail"
"4558","Metroliner",1991,"Trains","9 V",784,11,"http://images.brickset.com/sets/images/4558-1.jpg",NA,149,NA,NA,"Box","Retail"
"4563","Load and Haul Railroad",1991,"Trains","9 V",476,3,"http://images.brickset.com/sets/images/4563-1.jpg",NA,120,NA,NA,"Box","Retail"
"5042","Space Light and Radar Plates, Disks and Cones (Transparent Lights)",1991,"Service Packs","",50,NA,"http://images.brickset.com/sets/images/5042-1.jpg",NA,2.5,NA,NA,"Polybag","LEGO exclusive"
"5043","Mini Antennas, Control Sticks and Antennas",1991,"Service Packs","",26,NA,"http://images.brickset.com/sets/images/5043-1.jpg",NA,2.5,NA,NA,"Polybag","LEGO exclusive"
"5044","Harbour Base with Slipway",1991,"Service Packs","Town",3,NA,"http://images.brickset.com/sets/images/5044-1.jpg",4.78,NA,NA,NA,"Polybag","LEGO exclusive"
"5099","Pneumatic Valves",1991,"Service Packs","Technic",1,NA,"http://images.brickset.com/sets/images/5099-1.jpg",NA,2.25,NA,NA,"Polybag","LEGO exclusive"
"5114","Motor 9 V",1991,"Service Packs","",1,NA,"http://images.brickset.com/sets/images/5114-1.jpg",NA,16,NA,NA,"Polybag","LEGO exclusive"
"5115","Battery Box 9 V",1991,"Service Packs","",1,NA,"http://images.brickset.com/sets/images/5115-1.jpg",NA,11,NA,NA,"Polybag","LEGO exclusive"
"5155","Sloping Frames, Space Wings, Motors and Seats",1991,"Service Packs","",19,NA,"http://images.brickset.com/sets/images/5155-1.jpg",NA,3.5,NA,NA,"Polybag","LEGO exclusive"
"5156","Transparent Bricks",1991,"Service Packs","",17,NA,"http://images.brickset.com/sets/images/5156-1.jpg",NA,3.5,NA,NA,"Polybag","LEGO exclusive"
"5157","Town and Space Tools",1991,"Service Packs","",32,NA,"http://images.brickset.com/sets/images/5157-1.jpg",NA,3.5,NA,NA,"Polybag","LEGO exclusive"
"5158","Runway T-Junction and Circle Base Plates",1991,"Service Packs","Town",2,NA,"http://images.brickset.com/sets/images/5158-1.jpg",NA,6,NA,NA,"Polybag","LEGO exclusive"
"5159","Two Straight Airport Runways",1991,"Service Packs","Town",2,NA,"http://images.brickset.com/sets/images/5159-1.jpg",NA,6,NA,NA,"Polybag","LEGO exclusive"
"5164","Hinges, Turntables and Couplings",1991,"Service Packs","",17,NA,"http://images.brickset.com/sets/images/5164-1.jpg",NA,2.5,NA,NA,"Polybag","LEGO exclusive"
"5165","Hinges, Couplings and Tilting Bearings",1991,"Service Packs","",31,NA,"http://images.brickset.com/sets/images/5165-1.jpg",NA,3,NA,NA,"Polybag","LEGO exclusive"
"5272","Cylinder Motor",1991,"Service Packs","Technic",9,NA,"http://images.brickset.com/sets/images/5272-1.jpg",NA,3,NA,NA,"Polybag","LEGO exclusive"
"5300","Train Motor 9 V",1991,"Service Packs","Trains",3,NA,"http://images.brickset.com/sets/images/5300-1.jpg",NA,25,NA,NA,"Polybag","LEGO exclusive"
"5550","Custom Rally Van",1991,"Model Team","",525,NA,"http://images.brickset.com/sets/images/5550-1.jpg",NA,49.5,NA,NA,"Box","Retail"
"6234","Renegade's Raft",1991,"Pirates","",38,1,"http://images.brickset.com/sets/images/6234-1.jpg",NA,3.25,NA,NA,"Box","Retail"
"6259","Broadside's Brig",1991,"Pirates","Imperial Guards",68,3,"http://images.brickset.com/sets/images/6259-1.jpg",NA,8.75,NA,NA,"Box","Retail"
"6267","Lagoon Lock-Up",1991,"Pirates","Imperial Guards",193,5,"http://images.brickset.com/sets/images/6267-1.jpg",NA,29,NA,NA,"Box","Retail"
"6273","Rock Island Refuge",1991,"Pirates","",381,7,"http://images.brickset.com/sets/images/6273-1.jpg",NA,66,NA,NA,"Box","Retail"
"6347","Monorail Accessory Track",1991,"Town","Monorail",54,NA,"http://images.brickset.com/sets/images/6347-1.jpg",NA,35,NA,NA,"Box","Retail"
"6353","Coastal Cutter",1991,"Town","Coastguard",185,2,"http://images.brickset.com/sets/images/6353-1.jpg",NA,19,NA,NA,"Box","Retail"
"6430","Night Patroller",1991,"Town","Police",140,1,"http://images.brickset.com/sets/images/6430-1.jpg",NA,25,NA,NA,"Box","Retail"
"6440","Jetport Fire Squad",1991,"Town","Fire",159,2,"http://images.brickset.com/sets/images/6440-1.jpg",NA,27.5,NA,NA,"Box","Retail"
"6510","Mud Runner",1991,"Town","Vehicles",34,1,"http://images.brickset.com/sets/images/6510-1.jpg",NA,3.25,NA,NA,"Box","Retail"
"6540","Pier Police",1991,"Town","Police",352,4,"http://images.brickset.com/sets/images/6540-1.jpg",NA,44,NA,NA,"Box","Retail"
"6541","Intercoastal Seaport",1991,"Town","Boats",545,5,"http://images.brickset.com/sets/images/6541-1.jpg",NA,63.75,NA,NA,"Box","Retail"
"6646","Screaming Patriot",1991,"Town","Racing",65,1,"http://images.brickset.com/sets/images/6646-1.jpg",NA,6.75,NA,NA,"Box","Retail"
"6669","Diesel Daredevil",1991,"Town","Vehicles",90,1,"http://images.brickset.com/sets/images/6669-1.jpg",NA,8.75,NA,NA,"Box","Retail"
"6679","Dark Shark",1991,"Town","Boats",83,2,"http://images.brickset.com/sets/images/6679-1.jpg",NA,7.74,NA,NA,"Box","Retail"
"6878","Sub Orbital Guardian",1991,"Space","Blacktron 2",69,1,"http://images.brickset.com/sets/images/6878-1.jpg",NA,8,NA,NA,"Box","Retail"
"6887","Allied Avenger",1991,"Space","Blacktron 2",100,1,"http://images.brickset.com/sets/images/6887-1.jpg",NA,7.93,NA,NA,"Box","Retail"
"6933","Spectral Starguider",1991,"Space","Blacktron 2",208,2,"http://images.brickset.com/sets/images/6933-1.jpg",NA,25,NA,NA,"Box","Retail"
"6988","Alpha Centauri Outpost",1991,"Space","Blacktron 2",406,5,"http://images.brickset.com/sets/images/6988-1.jpg",NA,80,NA,NA,"Box","Retail"
"8810","Cafe Racer",1991,"Technic","",80,NA,"http://images.brickset.com/sets/images/8810-1.jpg",NA,10,NA,NA,"Box","Retail"
"8838","Shock Cycle",1991,"Technic","",251,NA,"http://images.brickset.com/sets/images/8838-1.jpg",NA,29.75,NA,NA,"Box","Retail"
"1665","Dual FX Racers",1990,"Town","Racing",108,3,"http://images.brickset.com/sets/images/1665-1.jpg",NA,8.75,NA,NA,"Box","Retail - limited"
"1675","Three Set Bonus Pack",1990,"Assorted","Bonus/Value Pack",165,NA,"http://images.brickset.com/sets/images/1675-1.jpg",NA,10,NA,NA,"Box with backing card","Retail - limited"
"2613","Garbage Truck",1990,"Duplo","",3,1,"http://images.brickset.com/sets/images/2613-1.jpg",NA,6.5,NA,NA,"Not specified","Not specified"
"5110","Cross Axles, Nuts",1990,"Service Packs","Technic",26,NA,"http://images.brickset.com/sets/images/5110-1.jpg",NA,10.75,NA,NA,"Polybag","LEGO exclusive"
"5111","Plates 2 x 2 with Wire 128 cm 9 V",1990,"Service Packs","",1,NA,"http://images.brickset.com/sets/images/5111-1.jpg",NA,4,NA,NA,"Polybag","LEGO exclusive"
"5150","Pirate Accessories",1990,"Service Packs","Pirates",27,NA,"http://images.brickset.com/sets/images/5150-1.jpg",NA,3.25,NA,NA,"Polybag","LEGO exclusive"
"5590","Whirl and Wheel Super Truck",1990,"Model Team","",1063,NA,"http://images.brickset.com/sets/images/5590-1.jpg",NA,80,NA,NA,"Box","Retail"
"6018","Battle Dragon",1990,"Castle","Black Knights",56,2,"http://images.brickset.com/sets/images/6018-1.jpg",NA,4.5,NA,NA,"Box","Retail"
"6034","Black Monarch's Ghost",1990,"Castle","Black Knights",46,2,"http://images.brickset.com/sets/images/6034-1.jpg",NA,7.25,NA,NA,"Box","Retail"
"6042","Dungeon Hunters",1990,"Castle","Crusaders",110,3,"http://images.brickset.com/sets/images/6042-1.jpg",NA,12.75,NA,NA,"Box","Retail"
"6059","Knight's Stronghold",1990,"Castle","Black Knights",224,5,"http://images.brickset.com/sets/images/6059-1.jpg",NA,22,NA,NA,"Box","Retail"
"6071","Forestmen's Crossing",1990,"Castle","Forestmen",207,5,"http://images.brickset.com/sets/images/6071-1.jpg",NA,28.5,NA,NA,"Box","Retail - limited"
"6081","King's Mountain Fortress",1990,"Castle","Crusaders",435,8,"http://images.brickset.com/sets/images/6081-1.jpg",NA,58,NA,NA,"Box","Retail"
"6354","Pursuit Squad",1990,"Town","Police",171,3,"http://images.brickset.com/sets/images/6354-1.jpg",NA,15.5,NA,NA,"Box","Retail"
"6376","Breezeway Cafe",1990,"Town","Shops and Services",183,5,"http://images.brickset.com/sets/images/6376-1.jpg",NA,23,NA,NA,"Box","Retail"
"6389","Fire Control Center",1990,"Town","Fire",533,4,"http://images.brickset.com/sets/images/6389-1.jpg",NA,52,NA,NA,"Box","Retail"
"6396","International Jetport",1990,"Town","Flight",541,8,"http://images.brickset.com/sets/images/6396-1.jpg",NA,69.75,NA,NA,"Box","Retail"
"6399","Airport Shuttle",1990,"Town","Monorail",767,9,"http://images.brickset.com/sets/images/6399-1.jpg",NA,140,NA,NA,"Box","Retail"
"6508","Wave Racer",1990,"Town","Boats",37,1,"http://images.brickset.com/sets/images/6508-1.jpg",NA,3,NA,NA,"Box","Retail"
"6529","Ultra Lite I",1990,"Town","Flight",35,2,"http://images.brickset.com/sets/images/6529-1.jpg",NA,4,NA,NA,"Box","Retail"
"6644","Road Rebel",1990,"Town","Vehicles",68,1,"http://images.brickset.com/sets/images/6644-1.jpg",NA,6,NA,NA,"Box","Retail"
"6673","Solo Trainer",1990,"Town","Flight",74,1,"http://images.brickset.com/sets/images/6673-1.jpg",NA,8,NA,NA,"Box","Retail"
"6811","Pulsar Charger",1990,"Space","M-Tron",26,1,"http://images.brickset.com/sets/images/6811-1.jpg",NA,3,NA,NA,"Box","Retail"
"6833","Beacon Tracer",1990,"Space","M-Tron",40,1,"http://images.brickset.com/sets/images/6833-1.jpg",NA,3,NA,NA,"Box","Retail"
"6877","Vector Detector",1990,"Space","M-Tron",62,1,"http://images.brickset.com/sets/images/6877-1.jpg",NA,6.35,NA,NA,"Box","Retail"
"6896","Celestial Forager",1990,"Space","M-Tron",90,1,"http://images.brickset.com/sets/images/6896-1.jpg",NA,10.95,NA,NA,"Box","Retail"
"6923","Particle Ioniser",1990,"Space","M-Tron",203,2,"http://images.brickset.com/sets/images/6923-1.jpg",NA,24,NA,NA,"Box","Retail"
"6956","Stellar Recon Voyager",1990,"Space","M-Tron",233,2,"http://images.brickset.com/sets/images/6956-1.jpg",NA,36,NA,NA,"Box","Retail"
"6989","Mega Core Magnetizer",1990,"Space","M-Tron",503,3,"http://images.brickset.com/sets/images/6989-1.jpg",NA,60,NA,NA,"Box","Retail"
"8064","Universal Motor Set",1990,"Technic","Universal",219,NA,"http://images.brickset.com/sets/images/8064-1.jpg",NA,55,NA,NA,"Box","Retail"
"818","Pull-Back Motor, Red",1990,"Basic","Supplementaries",8,NA,"http://images.brickset.com/sets/images/818-1.jpg",NA,12.25,NA,NA,"Box","Retail"
"821","Brick Separator, Grey",1990,"Basic","Supplementaries",1,NA,"http://images.brickset.com/sets/images/821-1.jpg",NA,2.25,NA,NA,"Polybag","Retail"
"8720","9V Motor Set ",1990,"Technic","Supplementary",57,NA,"http://images.brickset.com/sets/images/8720-1.jpg",NA,36,NA,NA,"Box","Retail"
"9920","Yellow Storage Box with Lid",1990,"Dacta","Storage",NA,NA,"http://images.brickset.com/sets/images/9920-1.jpg",NA,12.5,NA,NA,"Not specified","Not specified"
"9922","Green Storage Box with Lid",1990,"Dacta","Storage",2,NA,"http://images.brickset.com/sets/images/9922-1.jpg",NA,6.75,NA,NA,"Not specified","Not specified"
"1489","Mobile Car Crane",1989,"Town","Vehicles",174,2,"http://images.brickset.com/sets/images/1489-1.jpg",NA,12.75,NA,NA,"Box","Retail - limited"
"1616","Special Two-Set Space Pack",1989,"Space","Bonus/Value Pack",132,NA,"http://images.brickset.com/sets/images/1616-1.jpg",NA,10,NA,NA,"Box","Retail - limited"
"1625","Snowman",1989,"Basic","Seasonal",40,NA,"http://images.brickset.com/sets/images/1625-1.jpg",NA,1.3,NA,NA,"Polybag","Not specified"
"1626","Angel",1989,"Basic","Seasonal",33,NA,"http://images.brickset.com/sets/images/1626-1.jpg",NA,1.3,NA,NA,"Polybag","Not specified"
"1627","Santa",1989,"Basic","Seasonal",36,NA,"http://images.brickset.com/sets/images/1627-1.jpg",NA,1.3,NA,NA,"Polybag","Not specified"
"1628","Santa with Reindeer and Sleigh",1989,"Basic","Seasonal",63,NA,"http://images.brickset.com/sets/images/1628-1.jpg",NA,3,NA,NA,"Not specified","Not specified"
"2657","Service Station",1989,"Duplo","",43,2,"http://images.brickset.com/sets/images/2657-1.jpg",NA,42,NA,NA,"Not specified","Not specified"
"5037","Current-Carrying Bricks 9 V Assorted Sizes",1989,"Service Packs","",9,NA,"http://images.brickset.com/sets/images/5037-1.jpg",NA,6,NA,NA,"Polybag","LEGO exclusive"
"5038","Battery Box 9 V Electric System",1989,"Service Packs","",1,NA,"http://images.brickset.com/sets/images/5038-1.jpg",NA,5.5,NA,NA,"Polybag","LEGO exclusive"
"5107","Pneumatic Pump Cylinder 48 mm",1989,"Service Packs","Technic",1,NA,"http://images.brickset.com/sets/images/5107-1.jpg",NA,3.25,NA,NA,"Polybag","LEGO exclusive"
"5108","Double-Acting Pneumatic Piston Cylinder 48 mm",1989,"Service Packs","Technic",1,NA,"http://images.brickset.com/sets/images/5108-1.jpg",NA,3,NA,NA,"Polybag","LEGO exclusive"
"5109","Pneumatic Tubing and T-Junctions",1989,"Service Packs","Technic",6,NA,"http://images.brickset.com/sets/images/5109-1.jpg",NA,3.25,NA,NA,"Polybag","LEGO exclusive"
"5184","Castle Elements",1989,"Service Packs","Castle",34,NA,"http://images.brickset.com/sets/images/5184-1.jpg",NA,3.25,NA,NA,"Polybag","LEGO exclusive"
"5251","Shock Absorbers Small",1989,"Service Packs","Technic",4,NA,"http://images.brickset.com/sets/images/5251-1.jpg",NA,5.25,NA,NA,"Polybag","LEGO exclusive"
"5265","Wheels with 43 and 24 mm Tyres",1989,"Service Packs","",16,NA,"http://images.brickset.com/sets/images/5265-1.jpg",NA,4,NA,NA,"Polybag","LEGO exclusive"
"6060","Knight's Challenge",1989,"Castle","Lion Knights",168,8,"http://images.brickset.com/sets/images/6060-1.jpg",NA,22,NA,NA,"Box","Retail - limited"
"6077","Forestmen's River Fortress",1989,"Castle","Forestmen",357,6,"http://images.brickset.com/sets/images/6077-2.jpg",NA,37.5,NA,NA,"Box","Retail"
"6235","Buried Treasure",1989,"Pirates","",20,1,"http://images.brickset.com/sets/images/6235-1.jpg",NA,3.25,NA,NA,"Box","Retail"
"6245","Harbor Sentry",1989,"Pirates","Imperial Guards",25,1,"http://images.brickset.com/sets/images/6245-1.jpg",NA,4.25,NA,NA,"Box","Retail"
"6251","Pirate Mini Figures",1989,"Pirates","Accessories",33,5,"http://images.brickset.com/sets/images/6251-1.jpg",NA,6.5,NA,NA,"Box","Retail"
"6257","Castaway's Raft",1989,"Pirates","",54,3,"http://images.brickset.com/sets/images/6257-1.jpg",NA,8.5,NA,NA,"Box","Retail"
"6260","Shipwreck Island",1989,"Pirates","",71,2,"http://images.brickset.com/sets/images/6260-1.jpg",NA,12,NA,NA,"Box","Retail"
"6265","Sabre Island",1989,"Pirates","",96,3,"http://images.brickset.com/sets/images/6265-1.jpg",NA,15.5,NA,NA,"Box","Retail"
"6270","Forbidden Island",1989,"Pirates","",182,4,"http://images.brickset.com/sets/images/6270-1.jpg",NA,37.5,NA,NA,"Box","Retail"
"6274","Caribbean Clipper",1989,"Pirates","",378,4,"http://images.brickset.com/sets/images/6274-1.jpg",NA,54,NA,NA,"Box","Retail"
"6276","Eldorado Fortress",1989,"Pirates","",506,8,"http://images.brickset.com/sets/images/6276-1.jpg",NA,66,NA,NA,"Box","Retail"
"6285","Black Seas Barracuda",1989,"Pirates","",909,8,"http://images.brickset.com/sets/images/6285-1.jpg",NA,110,NA,NA,"Box","Retail"
"6355","Derby Trotter",1989,"Town","Leisure",140,1,"http://images.brickset.com/sets/images/6355-1.jpg",NA,14,NA,NA,"Box","Retail"
"6387","Coastal Rescue Base",1989,"Town","Coastguard",374,4,"http://images.brickset.com/sets/images/6387-1.jpg",NA,35,NA,NA,"Box","Retail - limited"
"6481","Construction Crew",1989,"Town","Construction",169,2,"http://images.brickset.com/sets/images/6481-1.jpg",NA,27,NA,NA,"Box","Retail"
"6482","Rescue Helicopter",1989,"Town","Rescue",198,3,"http://images.brickset.com/sets/images/6482-1.jpg",NA,35,NA,NA,"Box","Retail"
"6506","Precinct Cruiser",1989,"Town","Police",32,1,"http://images.brickset.com/sets/images/6506-1.jpg",NA,2,NA,NA,"Box","Retail"
"6526","Red Line Racer",1989,"Town","Racing",47,1,"http://images.brickset.com/sets/images/6526-1.jpg",NA,4,NA,NA,"Box","Retail"
"6528","Sand Storm Racer",1989,"Town","Vehicles",39,1,"http://images.brickset.com/sets/images/6528-1.jpg",NA,3.75,NA,NA,"Box","Retail"
"6591","Nitro-Dragsters",1989,"Town","Racing",143,2,"http://images.brickset.com/sets/images/6591-1.jpg",NA,12,NA,NA,"Box","Retail"
"6660","Hook & Haul Wrecker",1989,"Town","Vehicles",52,1,"http://images.brickset.com/sets/images/6660-1.jpg",NA,6,NA,NA,"Box","Retail"
"6671","Utility Repair Lift",1989,"Town","Maintenance",106,1,"http://images.brickset.com/sets/images/6671-1.jpg",NA,8,NA,NA,"Box","Retail"
"6781","SP-Striker",1989,"Space","Space Police",230,2,"http://images.brickset.com/sets/images/6781-1.jpg",NA,28,NA,NA,"Box","Retail"
"6810","Laser Ranger",1989,"Space","Futuron",41,1,"http://images.brickset.com/sets/images/6810-1.jpg",NA,2,NA,NA,"Box","Retail"
"6831","Message Decoder",1989,"Space","Space Police",34,1,"http://images.brickset.com/sets/images/6831-1.jpg",NA,3,NA,NA,"Box","Retail"
"6886","Galactic Peace Keeper",1989,"Space","Space Police",121,2,"http://images.brickset.com/sets/images/6886-1.jpg",NA,12,NA,NA,"Box","Retail"
"6895","Spy Trak 1",1989,"Space","Space Police",148,2,"http://images.brickset.com/sets/images/6895-1.jpg",NA,15,NA,NA,"Box","Retail"
"6955","Space Lock-Up Isolation Base",1989,"Space","Space Police",253,3,"http://images.brickset.com/sets/images/6955-1.jpg",NA,26,NA,NA,"Box","Retail - limited"
"6986","Mission Commander",1989,"Space","Space Police",478,3,"http://images.brickset.com/sets/images/6986-1.jpg",NA,50,NA,NA,"Box","Retail"
"2652","Circus Caravan",1988,"Duplo","",16,4,"http://images.brickset.com/sets/images/2652-1.jpg",NA,35.25,NA,NA,"Not specified","Not specified"
"6016","Knights' Arsenal",1988,"Castle","Lion Knights",37,1,"http://images.brickset.com/sets/images/6016-1.jpg",NA,4.25,NA,NA,"Box","Retail"
"6035","Castle Guard",1988,"Castle","Black Falcons",52,2,"http://images.brickset.com/sets/images/6035-1.jpg",NA,5.75,NA,NA,"Box","Retail"
"6039","Twin-Arm Launcher",1988,"Castle","Lion Knights",77,2,"http://images.brickset.com/sets/images/6039-1.jpg",NA,8.5,NA,NA,"Box","Retail"
"6054","Forestmen's Hideout",1988,"Castle","Forestmen",201,2,"http://images.brickset.com/sets/images/6054-1.jpg",NA,17.5,NA,NA,"Box","Retail"
"6085","Black Monarch's Castle",1988,"Castle","Black Knights",702,12,"http://images.brickset.com/sets/images/6085-1.jpg",NA,68,NA,NA,"Box","Retail"
